Caption,Image Link,Eng. Rate by Followers,Date,Type,Image Filename
2024 was the hottest year on record since global temperature tracking began in the mid-1800s and likely for thousands of years before.  For the first time average global surface temperatures exceeded 1.5C above pre-industrial levels in most leading datasets.  This does not mean the Paris Agreement s 1.5C limit has been breached as that refers to long-term warming. However it s a clear signal that the world is nearing this critical threshold.  If global emissions remain on the current trajectory the world will likely firmly pass 1.5C in the late 2020s or early 2030s as shown in the first chart above.  In the latest State of the Climate report Carbon Brief unpacks the latest data from the oceans atmosphere cryosphere and surface temperatures. The charts above illustrate some of the report s findings.2  The second chart shows global surface temperature records from five different datasets: NASA NOAA the Met Office Hadley Centre/University of East Anglia s (UEA) HadCRUT5 Berkeley Earth and Copernicus ERA5.3  The third chart shows each month of 2024 in black compared to all prior years since 1940. Each year is coloured based on the decade in which it occurred with the clear warming over time visible as well as the margin by which both 2023 and 2024 exceeded past years.4  The fourth chart shows five different modern sea level rise datasets (blue lines) along with satellite altimeter measurements as assessed by NASA (in black) after 1993. (As sea level rise data has not yet been released for the whole year the 2024 value is estimated based on data through to October.)5  The final figure shows both Arctic (red line) and Antarctic (blue line) sea ice extent for each day of the year along with how it compares to the historical range (corresponding shading).  Click the link in our bio to read the full analysis of 2024 s record-breaking heat.#StateofTheclimate #ExtremeWeather #GlobalWarming #ClimateChange,https://imgs.socialinsider.io/instagram/2025/01/carbonbrief_18375002584116577.jpeg,2.01022,2025-01-14 17:34:00,CAROUSEL_ALBUM,Posts_carbonbrief_18_Apr_2024_17_Apr_2025_2db6 6_CLEANED_10.jpeg
A forest twice the size of Greater London would need to be planted in the UK to cancel out the extra emissions from the expansion of Heathrow Gatwick and Luton airports Carbon Brief analysis reveals.  As the chart shows more runways at these airports would significantly increase emissions by 2050 if the number of flights increases in line with their operating company targets.  Offsetting these emissions would require more than 300000 hectares of trees to be planted within just a few years. This equates to all the trees planted in the UK since 2000.Despite opposition from the governments climate advisors and its own members the Labour party is set to back all three airport expansions.Click the link in our bio for the full analysis.#UKpolicy #Emissions #Labour #Decarbonisation #Heathrow,https://imgs.socialinsider.io/instagram/2025/01/carbonbrief_18035275022184891.jpeg,1.85116,2025-01-29 13:20:00,IMAGE,Posts_carbonbrief_18_Apr_2024_17_Apr_2025_2db6 6_CLEANED_11.jpeg
Fossil-fuel electricity generation in the EU has dropped to its lowest level in 40 years driven by a surge in solar and wind power according to new data from emberenergyresearch.  Coal use in the EU has fallen by 61% over the past decade while solar output has tripled and wind generation has more than doubled.  As shown in the chart above 2024 was a milestone year   solar overtook coal for the first time.Meanwhile this clean energy growth has saved the EU  59bn in fossil-fuel imports and avoided 460MtCO2 emissions over five years.  Accelerating wind and solar expansion through reforms could help the EU end Russian energy imports entirely Ember notes.Click the link in our bio for the full analysis.#Renewables #SolarEnergy #WindPower #EnergyTransition,https://imgs.socialinsider.io/instagram/2025/01/carbonbrief_18358081786126069.jpeg,1.8207,2025-01-23 17:15:00,IMAGE,Posts_carbonbrief_18_Apr_2024_17_Apr_2025_2db6 6_CLEANED_12.jpeg
Atmospheric CO2 is rising faster than ever according to data from the Mauna Loa observatory which has tracked CO2 levels for over 60 years. The increase now exceeds pathways set by the IPCC to limit global warming to 1.5C.  As illustrated by the iconic Keeling Curve above the increase has been accelerating over the decades (blue line) due to ongoing emissions of CO2 from burning fossil fuels and changing land use. So while the curve needs to rapidly bend in the other direction to hold warming to 1.5C (light red line) the rate of rising CO2 marches onwards and upwards.  In 2024 the rise in CO2 levels was among the fastest on record.Click the link in our bio to read the full analysis.#C02 #GlobalWarming #Emissions #ClimateChange,https://imgs.socialinsider.io/instagram/2025/01/carbonbrief_18046562855230439.jpeg,1.76994,2025-01-20 17:26:00,IMAGE,Posts_carbonbrief_18_Apr_2024_17_Apr_2025_2db6 6_CLEANED_13.jpeg
More than 85% of countries are set to miss the UN s deadline to submit new nature pledges ahead of the COP16 biodiversity summit in  Colombia according to a joint investigation by Carbon Brief and the Guardian.  Three of the G7 nations are among those not to publish new national pledges known as national biodiversity strategies and action plans (NBSAPs).  Meanwhile only five of the 17  megadiverse countries    which together provide a home to 70% of the world s biodiversity   have produced new pledges for tackling nature loss. The three nations that hold the vast majority of the Amazon rainforest    Brazil  Peru and COP16 host nation  Colombia   have all failed to produce new nature plans before the talks.  Yet biodiversity on Earth is declining at a faster rate than at any time in human history. Around one million animal and plant species face extinction with human activity having already altered 70% of the land surface and 87% of the ocean. Click the link in our bio for the full story.#COP16 #Cali #Biodiversity #Nature,https://imgs.socialinsider.io/instagram/2024/10/carbonbrief_18078658873556189.jpeg,1.63102,2024-10-15 18:00:00,IMAGE,Posts_carbonbrief_18_Apr_2024_17_Apr_2025_2db6 6_CLEANED_14.jpeg
Greenhouse gas emissions from the   Paris 2024 Olympics are expected to be less than half of those from London 2012 according to Carbon Brief analysis.  As the chart shows the Paris total is set to be even lower than the emissions from the   Tokyo 2020 games held in 2021 when emissions were significantly reduced due to a ban on spectators amid the Covid-19 pandemic.  Organisers said they had aimed to reduce emissions through use of temporary and low-carbon construction materials as well as by encouraging sustainable travel.The emissions figures exclude any carbon offsets and for  Rio 2016 do not include emissions from legacy construction.  Follow Carbon Brief for the latest developments in climate science climate policy and energy policy.#Olympics #Paris2024 #CarbonEmissions #ParisGames #Olympics2024,https://imgs.socialinsider.io/instagram/2024/08/carbonbrief_18308907757090721.jpeg,1.56673,2024-08-01 16:31:00,IMAGE,Posts_carbonbrief_18_Apr_2024_17_Apr_2025_2db6 6_CLEANED_15.jpeg
The majority of developed countries are paying less than 50% of their  fair share  towards biodiversity finance according to new analysis.In 2022   the most recent year for which data is available   only  Norway  Sweden and  Germany contributed their  fair share .The  UK  Italy and  Canada   host of the COP15 biodiversity summit where a landmark global nature deal was struck   each contributed less than 40% of their share. Japan was the  worst performer in absolute terms  falling short of its fair share by $2.4bn in 2022 and  will need to at least triple its biodiversity finance  by 2025 London-based development thinktank ODI says.Click the link in our bio for the full analysis.#Nature #Biodiversity #COP16 #NatureFinance,https://imgs.socialinsider.io/instagram/2024/10/carbonbrief_17909661240022345.jpeg,1.45845,2024-10-22 18:05:00,CAROUSEL_ALBUM,Posts_carbonbrief_18_Apr_2024_17_Apr_2025_2db6 6_CLEANED_16.jpeg
The UK has become the first major economy   and first G7 member   to shut down all its coal-fired power plants.The last plant Ratcliffe-on-Soar in Nottinghamshire closed on September 30 ending a 142-year era of burning coal to generate electricity.From 1882 until Ratcliffe s closure the UK s coal plants will have burned through 4.6bn tonnes of coal and emitted 10.4bn tonnes of CO2   more than most countries have ever produced from all sources Carbon Brief analysis shows.Meanwhile the phaseout was built on four key elements: 1  First the availability of alternative electricity sources sufficient to meet and exceed rising demand. 2  Second bringing the construction of new coal capacity to an end. 3  Third pricing externalities such as air pollution and CO2 thus tipping the economic scales in favour of alternatives. 4  Fourth the government setting a clear phaseout timeline a decade in advance giving the power sector time to react and plan ahead.In a detailed and interactive explainer Carbon Brief explains:  How the UK stopped using coal power  Where the UK gets its electricity from today  What comes next for the UK s electricity mix  What other countries can learn from the UK phaseoutClick the link in our bio to read the full explainer.#UKpolicy #CoalPower #FossilFuels #Emissions,https://imgs.socialinsider.io/instagram/2024/10/carbonbrief_18061317607733059.jpeg,1.44829,2024-10-01 17:56:00,CAROUSEL_ALBUM,Posts_carbonbrief_18_Apr_2024_17_Apr_2025_2db6 6_CLEANED_17.jpeg
In 2024 renewables   solar in particular   continued to grow at record speed according to data compiled by thinktank emberenergyresearch   As shown in the first chart above solar added more than twice as much generation in 2024 as any other source.  In total low-carbon energy sources   renewables and nuclear   provided 40.9% of the world s electricity.  The growth in clean energy is particularly stark in China where clean electricity additions met 81% of demand growth in 2024 as shown in chart two.  Clean electricity growth   which includes modest hydro and nuclear power growth   is expected to outpace electricity demand growth by 2030. This is illustrated in chart three.  Despite record renewable growth global power-sector emissions hit an  all-time high  in 2024 according to Ember s analysis.  Embers  analysis finds that the increase in fossil-fuel generation was in particular due to hotter temperatures in 2024 which drove up electricity demand in key regions such as India.Click the link in our bio to learn more about how Ember is interpreting the power sector data.#PowerSector #Emissions #Renewables #EnergyTransition,https://imgs.socialinsider.io/instagram/2025/04/carbonbrief_17930964999013520.jpeg,1.44844,2025-04-08 18:01:00,CAROUSEL_ALBUM,Posts_carbonbrief_18_Apr_2024_17_Apr_2025_2db6 6_CLEANED_18.jpeg
These five charts show how climate change can impact food production and price in different areas.1  In Europe extreme heat has impacted the cost of food contributing to food inflation.2  High rainfall levels in the  UK left soils waterlogged affecting crop planting times.3  In the  US diseases and extreme weather have contributed to the steady rise in the prices of orange juice.4  Global olive production has dropped significantly since 2021 partly as a result of drought events in the Mediterranean.5  Heat drought cold and other forms of extreme weather have negatively impacted rice yields in  China.For more context behind the charts click the link in our bio.#FoodPrices #ClimateChange #GlobalWarming #ExtremeWeather #OliveOil,https://imgs.socialinsider.io/instagram/2024/09/carbonbrief_18023050553148353.jpeg,1.38738,2024-09-06 17:23:00,CAROUSEL_ALBUM,Posts_carbonbrief_18_Apr_2024_17_Apr_2025_2db6 6_CLEANED_19.jpeg
Many of the world s largest emitting countries also stand atop the Olympic medal table with  the US and  China securing the most medals so far Carbon Brief analysis shows.  Japan  France and  South Korea are all in the top 10 across both categories.In contrast the world s most populous country and third-highest annual emitter    India   has received four medals. Dominica is the lowest-emitting country to win a medal at these games.One notable omission from the chart is  Russia the world s fourth-largest emitter of CO2. Russia is officially excluded from the Paris games following its invasion of  Ukraine.  Follow Carbon Brief for the latest developments in climate science climate policy and energy policy.#Olympics #Paris2024 #CarbonEmissions #ParisGames #Olympics2024,https://imgs.socialinsider.io/instagram/2024/08/carbonbrief_17849003493267500.jpeg,1.3637,2024-08-09 17:19:00,IMAGE,Posts_carbonbrief_18_Apr_2024_17_Apr_2025_2db6 6_CLEANED_20.jpeg
The year 2024 is firmly on track to be the warmest year on record Carbon Brief analysis indicates.  The chart in the second slide shows how global temperature so far in 2024 (purple line) compares to each month in different years since 1940 (with lines coloured by the decade in which they occurred).  Each of the last 13 months has been the warmest since records began in the mid-1850s.  For the analysis Carbon Brief examined records from five different research groups that report global surface temperature records.  Click the link in our bio for the full picture.#ExtremeWeather #ClimateChange #GlobalWarming #RisingTemeperature,https://imgs.socialinsider.io/instagram/2024/07/carbonbrief_18083273992491830.jpeg,1.36031,2024-07-31 17:43:00,CAROUSEL_ALBUM,Posts_carbonbrief_18_Apr_2024_17_Apr_2025_2db6 6_CLEANED_21.jpeg
Global electricity generation from solar   will quadruple by 2030 and help to push coal power into reverse according to Carbon Brief analysis of data from the International Energy Agency (IEA).As shown in the chart solar is expected to become the world s largest source of electricity by 2033 overtaking nuclear wind hydro gas and finally coal.  This solar surge will help kickstart the  age of electricity  the IEA says where rapidly expanding clean electricity and  inherently  greater efficiency will push fossil fuels into decline.  As a result the world s energy-related C02 emissions   will reach a peak  imminently  the IEA says with its data indicating a turning point in 2025.  Click the link in our bio for the full analysis#Solar #Renewables #Emissions #EnergyTransition,https://imgs.socialinsider.io/instagram/2024/10/carbonbrief_17943186203908115.jpeg,1.28587,2024-10-21 17:57:00,IMAGE,Posts_carbonbrief_18_Apr_2024_17_Apr_2025_2db6 6_CLEANED_22.jpeg
Around 95% of countries have missed a UN deadline to submit new climate pledges for 2035 Carbon Brief analysis shows.  As the map above shows only 13 out of 195 parties to the Paris Agreement submitted their updated emissions-cutting plans by 10 February. The missing countries account for 83% of global emissions and nearly 80% of the world s economy.  With COP30 in Brazil approaching pressure is mounting for nations to strengthen their commitments. UN climate chief Simon Stiell says most countries still intend to submit their plans this year but the clock is ticking.  Nations have until September to be included in the UN s next global stocktake of climate action.Click the link in our bio to read the full analysis.#ParisAgreement #Emissions #COP30 #EnergyTransition,https://imgs.socialinsider.io/instagram/2025/02/carbonbrief_18330770104083155.jpeg,1.28262,2025-02-13 16:45:00,CAROUSEL_ALBUM,Posts_carbonbrief_18_Apr_2024_17_Apr_2025_2db6 6_CLEANED_23.jpeg
In 2023 wind and solar combined added more new energy to the global mix than any other source according to Carbon Brief s analysis of newly released data from the Energy Institute Statistical Review of World Energy 2024.As shown in chart 1  new energy from wind and solar in 2023 accounted for 40% of the overall increase in global energy demand ahead of oil (39%) and coal (20%).  This is the first time in history that these newer forms of renewable energy have outpaced each of the fossil fuelsHowever the global energy system still remains heavily reliant on fossil fuels.As shown in chart 2  record global demand for energy saw coal and oil use also reaching new highs last year.  Oil was the world s largest source of energy in 2023 accounting for nearly a third of the total energy mix (32%) having grown nearly every year for the past half-century. Coal was in second place representing 26% of the energy mix.  Click the link in our bio to read the full analysis.#WindPower #Solar #Renewables #energy,https://imgs.socialinsider.io/instagram/2024/06/carbonbrief_18127393054358239.jpeg,1.2588,2024-06-26 17:55:00,CAROUSEL_ALBUM,Posts_carbonbrief_18_Apr_2024_17_Apr_2025_2db6 6_CLEANED_24.jpeg
Extreme weather can harm food production in many different ways.  Analysing global media coverage over the past two years Carbon Brief has identified reports on extreme weather events that have damaged crops.Various impacts were recorded from floods ruining fields of corn in Tanzania  drought destroying coffee in Vietnam  to heat impacting the  famed  Cambodian Kampot pepper  .And in Jamaica  a hurricane destroyed millions of dollars  worth of crops in July 2024.  Many countries also faced a combination of weather extremes such as drought and heat battering crops at the same time.  Swipe right to view Carbon Brief s mapping of 100 cases and click the link in our bio for the full interactive experience.#ExtremeWeather #ClimateChange #CropProduction #Farming,https://imgs.socialinsider.io/instagram/2025/03/carbonbrief_17898988026149462.jpeg,1.22508,2025-03-04 17:28:00,CAROUSEL_ALBUM,Posts_carbonbrief_18_Apr_2024_17_Apr_2025_2db6 6_CLEANED_25.jpeg
The ability of governments to implement climate policies effectively is the  most important  factor in the feasibility of limiting global warming to 1.5C a new study says.  The study finds that the most ambitious climate mitigation trajectories give the world a 50% chance of limiting peak global warming to below 1.6C above pre-industrial temperatures. However adding  feasibility constraints    particularly those involving the effectiveness of governments   reduces this likelihood to 5-45%.  The study shows that thanks to advances such as solar wind or electric vehicles  the technological feasibility of climate-neutrality is no longer the most crucial issue  according to an author on the study.Instead he says  it is much more about how fast climate policy ambition can be ramped up by governments .Click the link in our bio for details about the study.#ClimatePolicy #GlobalWarming #ClimateChange #ClimateScience,https://imgs.socialinsider.io/instagram/2024/08/carbonbrief_18005228195416614.jpeg,1.18097,2024-08-19 18:00:00,IMAGE,Posts_carbonbrief_18_Apr_2024_17_Apr_2025_2db6 6_CLEANED_26.jpeg
The past 10 months have all set new all-time monthly global temperature records with April 2024 on track to extend this streak to 11.  This means that 2024 is shaping up to either match or surpass 2023 as the hottest year on record.  However the margin by which these new monthly records have been set has fallen from around 0.3C last year to 0.1C over the first three months of 2024.  The chart shows that global temperatures have been exceptionally high over the past three months   at around 1.6C above pre-industrial levels   following the peak of current El Ni o event at the start of 2024.  Based on the year so far and the current El Ni o forecast Carbon Brief estimates that global temperatures in 2024 are likely to average out at around 1.5C above pre-industrial levels.Click the link in our bio to read the latest  state of the climate  report.#GlobalWarming #ClimateChange #ElNi o #RecordTemperatures,https://imgs.socialinsider.io/instagram/2024/04/carbonbrief_18131954308334972.jpeg,1.16743,2024-04-30 17:28:00,IMAGE,Posts_carbonbrief_18_Apr_2024_17_Apr_2025_2db6 6_CLEANED_27.jpeg
Is the electricity grid in Great Britain becoming less dependent on fossil fuels?Fossils fuels supplied a record-low 2.4% of electricity on the island of Great Britain last month Carbon Brief analysis showed.The record low was reached at lunchtime on Monday 15 April and lasted for one hour.1  The first chart paints a picture of how British electricity supplies are shifting decisively away from fossil fuels. It s also reminiscent of Joy Division s iconic  Unknown Pleasures  album cover  It shows the distribution of half-hours in each year since 2009 arranged according to the share of fossil fuels during each time period. (Half-hours are the time period currently used for electricity market  settlement  when contracts for supply and demand are settled up.)2  The second chart communicates how unprecedented it is for fossil fuels to be meeting such low shares of demand on the GB grid also showing the share of electricity generated by fossil fuels in each half-hour period.During 2023 there were just 16 half-hour periods with less than 5% fossil fuels. In 2022 there were only five. In contrast there have already been 75 half-hours with less than 5% fossil fuels in 2024 to date.3  The shift to ever lower fossil fuel use is also illustrated in chart 3 which shows daily average shares starting to regularly drop below 10% in Dec 2023 and Apr 2024.  These findings show that National Grid Electricity System Operator is closing in on its target of running the country s electricity network without fossil fuels for short periods by 2025.Click the link in our bio for more information on the charts.#ClimateChange #BritishEnergy #FossilFuels #RenewableEnergy #NationalGrid #JoyDivision,https://imgs.socialinsider.io/instagram/2024/05/carbonbrief_18024929344919727.jpeg,1.14375,2024-05-07 18:33:00,CAROUSEL_ALBUM,Posts_carbonbrief_18_Apr_2024_17_Apr_2025_2db6 6_CLEANED_28.jpeg
In a warming world is climate change making extreme cold more common? There is significant debate in the scientific community about whether rapid Arctic warming and sea ice loss could disrupt atmospheric circulation patterns and lead to cold-air outbreaks in the northern hemisphere mid-latitude regions.  In a new analysis Carbon Brief shows that few places in the world have seen an increase in extreme cold days over the past 55 years.  If climate change is influencing atmospheric circulation any effects on extreme cold appear to be more than compensated by the rapid winter warming the world has experienced.To help assess the effects of climate change on extreme cold events Carbon Brief calculated how the temperatures of the coldest 5% of the days of the year have changed since the 1970s. Map 1 above shows the results for every grid cell on the Earth s land (a size approximately equivalent to 100km by 100km). Grid cells coloured red experienced a decrease in extreme cold days blue had more extreme cold days.Another way to assess changes in cold events is to look at the change in the number of days where any hour of the day   that is the daily minimum temperature   is below freezing. Map 2  shows the change in average annual freezing days between 1970 and 2024.  Click the link in our bio to read the full analysis.#GlobalWarming #ExtremeWeather #ClimateScience #RisingTemperatures,https://imgs.socialinsider.io/instagram/2025/03/carbonbrief_17855788323394304.jpeg,1.10325,2025-03-12 18:18:00,CAROUSEL_ALBUM,Posts_carbonbrief_18_Apr_2024_17_Apr_2025_2db6 6_CLEANED_29.jpeg
Attribution studies calculate whether climate change affected the intensity frequency or impact of extreme weather events.  In 2004 a trio of researchers published the first ever study to calculate the specific contribution that human-caused climate change made to an individual weather event.  To keep track of this rapidly growing field of research Carbon Brief has mapped every published study on how climate change has influenced extreme weather.  The latest iteration of the interactive map just published includes over 600 studies and covers around 750 extreme weather events and trends.  Across all these cases 83% of the events and trends included in the map were found to have been influenced by human-caused climate change.  First published in July 2017 this is the sixth   and most comprehensive   update to Carbon Brief s map.  Click the link in our bio to explore the map and learn more about the effect of climate change on extreme weather around the world.#Attribution #ExtremeWeather #ClimateChange #ClimateScience,https://imgs.socialinsider.io/instagram/2024/11/carbonbrief_18454629682064570.jpeg,1.09987,2024-11-21 15:22:00,CAROUSEL_ALBUM,Posts_carbonbrief_18_Apr_2024_17_Apr_2025_2db6 6_CLEANED_30.jpeg
