Caption,Image Link,Eng. Rate by Followers,Date,Type,Image Filename
This Earth Day every action big or small helps power a movement for change.  Through our 2025 theme Our Power Our Planet we re driving collective action to protect our Earth with #EarthActionDay. Whether youre joining initiatives on EARTHDAY.ORG or creating your own you have the power to make an impact. Be part of the digital wave of change take action today! Learn more at the Earth Day 2025 link in our bio.   #PowerOurPlanet #TakeAction,https://imgs.socialinsider.io/instagram/2025/03/earthdaynetwork_18000054317751980.jpeg,0.40631,2025-03-12 18:52:00,CAROUSEL_ALBUM,Posts_earthdaynetwork_18_Apr_2024_17_Apr_2025_3500_CLEANED_19.jpeg
OUR POWER OUR PLANET  This #EarthDay2025 we re coming together to demand a cleaner safer future for everyone. The time to act is NOW because when people take action we create real power!  Join us for Earth Day and make an impact:  Pledge an Earth Action on social media  Attend plan or register a local event  Educate & advocate integrate Earth Day lessons into your school or community  And much more! Take action on April 22nd and beyond!Earth Day 2025 link in our bio   #OurPowerOurPlanet #EarthActionDay #EarthDay2025,https://imgs.socialinsider.io/instagram/2025/04/earthdaynetwork_18039286868217880.jpeg,0.39538,2025-04-03 18:49:00,CAROUSEL_ALBUM,Posts_earthdaynetwork_18_Apr_2024_17_Apr_2025_3500_CLEANED_20.jpeg
Your body is absorbing more plastic than you think. Microplastics tiny particles shedding from packaging clothing and more are everywhere: in our air water and even our food. Research is uncovering alarming links between these plastics and serious health risks from respiratory issues to neurodegenerative diseases like Alzheimer s.Just how deep does the plastic problem go? Learn how microplastics impact different parts of the body and what you can do about it with the news and stories link in our bio,https://imgs.socialinsider.io/instagram/2025/02/earthdaynetwork_17882775078236577.jpeg,0.36756,2025-02-19 18:27:00,IMAGE,Posts_earthdaynetwork_18_Apr_2024_17_Apr_2025_3500_CLEANED_21.jpeg
The time for action is NOW.Stand up.Take charge.Make a difference.Together we can reduce waste restore forests and protect our planet.  Join the Worlds Largest Environmental Movement! Sign up for updates and actions to make #EarthDay2025 unforgettable.  Email sign up link in our bio  #earthday #movement #peoplepower #takeaction #green #climatechange #impact,https://imgs.socialinsider.io/instagram/2024/12/earthdaynetwork_18040515770201534.jpeg,0.34761,2024-12-23 15:02:00,CAROUSEL_ALBUM,Posts_earthdaynetwork_18_Apr_2024_17_Apr_2025_3500_CLEANED_22.jpeg
BREAKING: New York Governor Kathy Hochul faces MAGA backlash after signing a historic law holding fossil fuel companies accountable for climate damages.The new legislation requires major polluters those responsible for the majority of emissions between 2000 and 2018 to pay roughly $3 billion annually for the next 25 years to fund climate recovery efforts.State Senator Liz Krueger a lead sponsor of the bill called it a  shot heard  round the world. For years courts dismissed climate lawsuits against Big Oil saying lawmakers should decide. Now the New York State Legislature the world s 10th largest economy has acted. We ve made it clear: those most responsible for the climate crisis must help clean up the damage  Krueger said.New York now joins Vermont as the second state to enact such legislation. With New York s influence this decision could have ripple effects far beyond the state.Local and state action matters. The fight for our future is far from over.Take action now with the Earth Day 2025 link in our bio  #positivenews #eco #earthday #earthday2025 #ourpowerourplanet,https://imgs.socialinsider.io/instagram/2025/02/earthdaynetwork_18262787812262081.jpeg,0.3318,2025-02-04 17:03:00,IMAGE,Posts_earthdaynetwork_18_Apr_2024_17_Apr_2025_3500_CLEANED_23.jpeg
Happy (almost) #ValentinesDay Earth lovers!  Spread love to our planet its creatures and everything in between today and every day!,https://imgs.socialinsider.io/instagram/2025/02/earthdaynetwork_17898521397149058.jpeg,0.31789,2025-02-13 17:23:00,CAROUSEL_ALBUM,Posts_earthdaynetwork_18_Apr_2024_17_Apr_2025_3500_CLEANED_24.jpeg
Now Live   Link in bio For the 55th anniversary of Earth Day beloved Mojave Desert artist Lorien Stern brings her joyful nature-inspired world to the Earth Day Store in an exclusive collab. This limited-edition collection made with 100% organic materials is full of sun-soaked colors playful graphics and deep love for the planet.  Proceeds support EARTHDAY.ORG s year-round work for the Earth.Wear it for Earth Day or any day you want to honor life on Earth. Only at earthday.store  #EarthDay2025 #WearYourValues #EarthDay55 #OurPowerOurPlanet #EarthActionDay,https://imgs.socialinsider.io/instagram/2025/04/earthdaynetwork_17867986632261807.jpeg,0.31293,2025-04-03 14:35:00,CAROUSEL_ALBUM,Posts_earthdaynetwork_18_Apr_2024_17_Apr_2025_3500_CLEANED_25.jpeg
This fall has been the hottest on record underscoring the urgent need to address climate change driven by fossil fuel emissions. Transitioning to renewable energy is crucial expanding renewable capacity could avoid about 7 billion tonnes of CO  emissions between 2023 and 2030. source: IEAJoin us in advocating for a sustainable future by supporting the Renewable Energy Petition. Sign now through the link in EARTHDAY.ORG s bio  #ClimateAction #RenewableEnergy #ActNow,https://imgs.socialinsider.io/instagram/2024/12/earthdaynetwork_18025416290308188.jpeg,0.3057,2024-12-20 14:29:00,CAROUSEL_ALBUM,Posts_earthdaynetwork_18_Apr_2024_17_Apr_2025_3500_CLEANED_26.jpeg
This Earth Day every action counts. Big or small everything youre already doing can make a difference.#EarthDay2025 = Earth Action Day a call to harness people power and take meaningful steps for the planet.  Our Power Our Planet isn t just about renewable energy it s about our collective strength as a global community to drive change. Whether its activism sustainable choices or clean energy advocacy we need everyone.Join the movement. Take action today.   Link in bio.#OurPowerOurPlanet #EarthActionDay #EarthDay2025 #EarthDay,https://imgs.socialinsider.io/instagram/2025/03/earthdaynetwork_18024561827425392.jpeg,0.26524,2025-03-19 15:15:00,CAROUSEL_ALBUM,Posts_earthdaynetwork_18_Apr_2024_17_Apr_2025_3500_CLEANED_27.jpeg
56 years after the first Earth Day our leaders are gutting protections crushing renewables and fueling the climate crisis all for profit.This isn t just policy It is personal it s a direct attack on our right to breathe clean air drink safe water and live free from plastic and fossil fuel pollution.We won t stand by. We ve fought before and we won. Now we rise again.  Take action today visit the Earth Day 2025 link in our bio. #EarthActionDay,https://imgs.socialinsider.io/instagram/2025/02/earthdaynetwork_18019618250673869.jpeg,0.26524,2025-02-27 00:07:00,reel,Posts_earthdaynetwork_18_Apr_2024_17_Apr_2025_3500_CLEANED_28.jpeg
Climate change isn t some distant threat it s hitting home hard.  Since 2018 over 1.9M home insurance contracts have been dropped as wildfires hurricanes and other climate disasters make areas too risky for insurers. The U.S. now faces 4x more billion-dollar disasters than 40 years ago. In 2023 alone weather-related damages exceeded $100B.  The Ripple Effects: No insurance = no mortgage locking young people out of homeownership. Dropped policies are spreading nationwide from Florida to California and Hawaii. Property values plummet slashing funding for schools police and essential services.  The Cost of Inaction: State-run high-risk pools offer limited coverage at exorbitant premiums. Experts warn this crisis could spark an economic collapse.Insurers are sounding the alarm will we listen?PS: The NY Times map doubles as both a nonrenewable energy rate map and a climate disaster map    Take action today to safeguard your home and community! Join the Earth Day 2025 campaign to help triple renewable energy generation by 2030. Link in bio  Source: The New York Times - Insurers Are Deserting Homeowners as Climate Shocks Worsen,https://imgs.socialinsider.io/instagram/2025/01/earthdaynetwork_18159718072327491.jpeg,0.26278,2025-01-15 14:15:00,CAROUSEL_ALBUM,Posts_earthdaynetwork_18_Apr_2024_17_Apr_2025_3500_CLEANED_29.jpeg
They have known all along The processed food filling our shelves is packed with toxic chemicals that are making us sick.A new Consumer Reports study tested everyday foods and found nearly all contained bisphenols and phthalates harmful chemicals linked to serious health risks.The biggest culprits?  Fast food (McDonald s Wendy s Burger King Chipotle)  Baby formula & food (Similac Gerber Beech-Nut)  Kids  favorites (Juicy Juice Cheerios Annie s Chef Boyardee + more)  Seafood (Chicken of the Sea even salmon thanks to plastic pollution)These chemicals don t just affect us they impact developing babies before birth contributing to infertility birth defects and premature birth.And the damage doesn t stop there.Children are being exposed to chemicals linked to cancer obesity diabetes and neurological disorders through foods marketed directly to them. These toxins don t just pass through our system they accumulate in our brains.New research shows microplastics are now found in human brain tissue with dementia patients showing even higher levels. At the same time dementia rates are projected to double by 2060.This is not normal. This is not safe.Plastics don t belong in our food our bodies or our brains.Read the Babies vs. Plastics report link in bio.,https://imgs.socialinsider.io/instagram/2025/03/earthdaynetwork_18071445025838215.jpeg,0.23743,2025-03-03 18:43:00,CAROUSEL_ALBUM,Posts_earthdaynetwork_18_Apr_2024_17_Apr_2025_3500_CLEANED_30.jpeg
The European Commission has just banned Bisphenol A (BPA) in food contact materials like can coatings and plastic bottles. This bold step aligns with the latest scientific findings aiming to protect public health by reducing exposure to harmful chemicals. BPA disrupts the endocrine system posing significant health risks and the EU will phase it out over the next 18 months.  Meanwhile the US has recently shifted its stance on the global plastics treaty. While the Biden administration initially supported limits on plastic production they ve now backed away from mandatory caps favoring a more flexible approach with voluntary national targets. This shift has sparked concern among environmental advocates who fear it could weaken efforts to tackle plastic pollution on a global scale.  The EU is leading the charge on both plastic pollution and chemical safety its time the US follows suit and takes stronger action for both our health and the planet! How do you feel about the US stepping back from strong plastic production limits?#BPAFree #PlasticsPollution #EULeadership #PlasticTreaty #Environment #USPolicy #ProtectOurHealth,https://imgs.socialinsider.io/instagram/2025/02/earthdaynetwork_18482937103057759.jpeg,0.23643,2025-02-07 11:21:00,CAROUSEL_ALBUM,Posts_earthdaynetwork_18_Apr_2024_17_Apr_2025_3500_CLEANED_31.jpeg
We are honored to unveil the official Earth Day 2025 poster by acclaimed artist alexisrockman Rockman. His stunning artwork created for our 55th anniversary powerfully connects nature and renewable energy. Featuring a solar panel amidst lush greenery and a clear sky it reminds us of the urgent need to protect our planet and embrace a sustainable future.Rockman s design reflects the 2025 theme Our Power Our Planet and serves as a call to action for us all. Let this poster inspire you to take action for a cleaner brighter world.The poster is available for purchase in high resolution   find the link in our bio.#earthday #EarthActionDay #OurPowerOurPlanet #artforearth,https://imgs.socialinsider.io/instagram/2025/03/earthdaynetwork_17943251198971647.jpeg,0.22153,2025-03-06 17:30:00,reel,Posts_earthdaynetwork_18_Apr_2024_17_Apr_2025_3500_CLEANED_32.jpeg
Nothing exists in isolation on Earth. Every action has a reaction and every element contributes to the bigger picture. It s a reminder of how interdependent all life is and how important it is to protect and respect every piece of the planets puzzle.Act this Earth Day 2025 because every action matters.  Link in bio to get involved. #OurPowerOurPlanet #EarthActionDay #collectiveaction #peoplepower #earth #earthday2025 #earthday,https://imgs.socialinsider.io/instagram/2025/04/earthdaynetwork_17888800983125996.jpeg,0.21954,2025-04-10 16:50:00,CAROUSEL_ALBUM,Posts_earthdaynetwork_18_Apr_2024_17_Apr_2025_3500_CLEANED_33.jpeg
Misinformation alert!   Critics of renewable energy are using AI to manipulate narratives like this AI-generated image of a dead whale near wind turbines aiming to falsely link wind energy to whale deaths.   Don t be fooled by these fear-mongering tactics (lies!) ! These myths are just one of many attempts to disrupt the clean energy transition. What is the most common renewable energy myth you ve heard of?   Read more in the link in our bio! #RenewableEnergy #WindPower #ClimateAction #MythBusting #AIandMisinformation,https://scontent-fra3-1.cdninstagram.com/v/t51.75761-15/485879599_18497144815043724_5346155146111206317_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=108&ccb=1-7&_nc_sid=18de74&_nc_ohc=AgdRFWq3d10Q7kNvwEobzjw&_nc_oc=AdkSNSqIH_uCNwPRnwuOBgpXwiuStMYFypT_oCDgtpf9plXIYuIaw_elKHWSxO3Cros&_nc_zt=23&_nc_ht=scontent-fra3-1.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=USzLRVLt8Z5FXiBT5LiLFA&oh=00_AfE6nZwzZ0YB-xRiPsliPnp0-qzTuMqcuHNWDaiVMzdXeA&oe=68074E1A,0.21557,2025-03-24 19:40:00,CAROUSEL_ALBUM,Posts_earthdaynetwork_18_Apr_2024_17_Apr_2025_3500_CLEANED_34.jpeg
Just 36 fossil fuel companies are responsible for half of global CO2 emissions.  These corporations like ExxonMobil Shell and Saudi Aramco continue to fuel the climate crisis while raking in profits. Meanwhile communities face rising costs extreme weather and growing instability.The science is clear: we can t afford more #fossilfuel expansion. It s time to hold these companies accountable and demand a shift to clean energy.Join the movement. Sign the Our Power Our Planet petition today.   Link in bio.#EarthActionDay #OurPowerOurPlanet #RenewableEnergyNow #EarthDay2025 #ClimateJustice,https://imgs.socialinsider.io/instagram/2025/03/earthdaynetwork_18078874015711254.jpeg,0.18676,2025-03-17 13:00:00,CAROUSEL_ALBUM,Posts_earthdaynetwork_18_Apr_2024_17_Apr_2025_3500_CLEANED_35.jpeg
One week to go  how will you take action for our planet?Tell us in the comments   #OurPowerOurPlanet #EarthActionDay #EarthDay2025 #Earth,https://imgs.socialinsider.io/instagram/2025/04/earthdaynetwork_18000820997762731.jpeg,0.17087,2025-04-15 18:47:00,IMAGE,Posts_earthdaynetwork_18_Apr_2024_17_Apr_2025_3500_CLEANED_36.jpeg
History doesn t have to repeat itself.   The 1969 Santa Barbara oil spill devastated marine life coastal communities and local economies sparking the first Earth Day in 1970. Now over 50 years later and just 100 days until Earth Day 2025 we face a similar urgent call to action.From wildfires and hurricanes to rising seas climate disasters are escalating. Yet plans like the Sable pipeline threaten to undo progress and steer us further from climate goals.Earth Day 2025 s theme Our Planet Our Power is a rallying cry to triple renewable energy by 2030. Clean energy is the way forward for our planet communities and future generations.  Don t wait. Join the Earth Day 2025 campaign and sign the renewable energy petition today link in bio. Let s take bold action to create the future we deserve.#EarthDay2025 #100DaysToEarthDay #OurPlanetOurPower #RenewableEnergyNow#InvestInOurPlanet #TripleRenewablesBy2030 #CleanEnergyFutureSource: Washington Post,https://imgs.socialinsider.io/instagram/2025/01/earthdaynetwork_17954401091901231.jpeg,0.15833,2025-01-13 22:40:00,CAROUSEL_ALBUM,Posts_earthdaynetwork_18_Apr_2024_17_Apr_2025_3500_CLEANED_37.jpeg
A new poll reveals that over half of Americans are concerned about climate and energy rollbacks with younger generations showing strong support for clean energy and environmental protections. Many see these changes as impacting jobs public health and the future of clean energy leadership. What role do you think clean energy should play in our future?  Share your thoughts below!  Get the full report on ecoAmerica.com  #EarthDay2025 #OurPowerOurPlanet #EarthActionDay,https://imgs.socialinsider.io/instagram/2025/03/earthdaynetwork_17904060444028898.jpeg,0.14703,2025-03-14 17:42:00,CAROUSEL_ALBUM,Posts_earthdaynetwork_18_Apr_2024_17_Apr_2025_3500_CLEANED_39.jpeg
Environmental justice must be at the center of the clean energy transition. Many communities especially those long reliant on coal oil and gas are already burdened by pollution poor health and economic instability. Nearly 64 million people live in these areas with 45% designated as disadvantaged due to excessive pollution and limited resources.Fossil fuel facilities have left lasting health impacts from heart disease to asthma. A just transition means prioritizing these communities not just for economic support but for the clean air and water they ve long been denied.Take action now: Sign the renewable energy petition and join us for Earth Day 2025 to fight for a cleaner more equitable future.#blackhistorymonth #advocacy #diversity #environmentalhealth #health #toxic,https://imgs.socialinsider.io/instagram/2025/02/earthdaynetwork_18285179032220380.jpeg,0.13908,2025-02-03 22:21:00,CAROUSEL_ALBUM,Posts_earthdaynetwork_18_Apr_2024_17_Apr_2025_3500_CLEANED_40.jpeg
