Caption,Image Link,Eng. Rate by Followers,Date,Type,Image Filename
According to a new paper pharmaceutical pollution is posing new dangers to wildlife and humans will need to develop more eco-friendly medications to preserve ecosystems. The specific effects that human drugs can have on wildlife has been well documented. One study found that when exposed to antidepressants present in their habitat crayfish spent more time seeking food which could put them in greater danger from predators. Another study found signs of methamphetamine addiction in trout that were exposed to water polluted with these drugs. A study of Florida s waterways revealed 58 different kinds of prescription drugs present in 93 bonefish with a single fish having as many as 17 different drugs present.There are a wide variety of drugs entering the environment from legal drugs and prescription medications like caffeine and antidepressants to illegal drugs such as methamphetamine and cocaine. Not only can these drugs lead to behavioral changes in wildlife but they can also leach into groundwater used for drinking water.The paper cited a recent study that looked at pollution of active pharmaceutical ingredients worldwide. In that study researchers analyzed 61 drugs in samples of river water from 1052 sites in 104 countries and 43% of sites had at least one drug present at levels higher than ecological safety limits.The authors of the paper are urging scientists to develop  greener  drugs that will still be effective for humans but will be safer for wildlife. The recommended updates include developing drugs that more quickly and fully biodegrade as well as updating wastewater treatment infrastructure so that it can remove pharmaceutical pollutants before they reach the environment.  Link in bio.  Paige Bennett.Brown trout exposed to methamphetamine showed signs of addiction. Paul Colley / iStock / Getty Images Plus.#ecowatchers #climatenews #climatechange #globalwarming #pharmaceuticals #drugs #prescription #wildlife #pollution,https://imgs.socialinsider.io/instagram/2024/06/ecowatch_18230385337279778.jpeg,0.44978,2024-06-24 18:30:00,IMAGE,Posts_ecowatch_18_Apr_2024_17_Apr_2025_d967_CLEANED_10.jpeg
A major win for the beaches found alongside the UK coast! A new report from Marine Conservation Society has determined an 80% decline in the amount of plastic bags found washed up on beaches in the past 10 years. The report links the decline in plastic bag waste to the enacting of fees for single-use plastic bags at large supermarket retailers in 2015.As the Centre for Public Impact reported England first issued a law requiring retailers with 250 or more full-time employees to charge at least 5 pence per each single-use plastic bag. Fees typically range between 5 and 25 pence per bag. In 2023 the UK government shared a report that found plastic bag usage at major supermarkets declined by 98% from 2014 to 2023.Although the Marine Conservation Society praised the decline of plastic bags washing up on beaches since the bag fees were initiated the organization noted that more work is needed to further reduce plastic bag pollution along with other forms of waste. Recent beach surveys from Marine Conservation Society found an increase in drinks-related plastic litter and an overall 1.2% increase in plastic litter across UK beaches despite the decline in plastic bag litter.  Link in bio.  Paige Bennett.Marine Conservation Society volunteers work together on a beach cleanup on Sept. 18 2021.   Robert Ormerod / Marine Conservation Society.#ecowatchers #climatenews #climatechange #globalwarming #plastic #plasticpollution #uk #plasticreduction,https://imgs.socialinsider.io/instagram/2024/08/ecowatch_18016042040217805.jpeg,0.41929,2024-08-06 17:33:00,IMAGE,Posts_ecowatch_18_Apr_2024_17_Apr_2025_d967_CLEANED_11.jpeg
Alaska is known for its natural beauty and stunning landscapes teeming with vast wilderness and abundant wildlife.But staining the landscape is a strange phenomenon: Dozens of the most remote rivers and streams in the Land of the Midnight Sun are turning from clear blue to cloudy orange. New research has found that the discoloration could be from the exposure of minerals from thawing permafrost.For the first time researchers have sampled and documented some of these degraded waterways including 75 locations across part of the Brooks Range in northern Alaska. The researchers said that as the climate continues to be affected by global heating these contaminated rivers and streams could seriously impact fisheries and drinking water in Arctic watersheds.The affected rivers are located on federal lands   including Kobuk Valley and Gates of the Arctic National Parks   managed by the Fish and Wildlife Service Bureau of Land Management and NPS. The river and stream-staining minerals can affect the health of fish and in turn the humans who consume them.The problem of Alaska s rusting rivers is increasing. Healthy areas are turning into degraded habitats with less fish and invertebrates. Rural communities that rely on the rivers for their drinking water may need to use treatment methods eventually while fishing stocks could also be affected.  Link in bio. cristenhemingwayjaynes.An aerial view of the rust-colored Kutuk River in Gates of the Arctic National Park in Alaska. Ken Hill / National Park Service.#ecowatchers #climatenews #climatechange #globalwarming #alaska #permafrost #fish #fisheries #waterways #thawing,https://imgs.socialinsider.io/instagram/2024/07/ecowatch_17909677646975432.jpeg,0.40213,2024-07-06 06:30:00,IMAGE,Posts_ecowatch_18_Apr_2024_17_Apr_2025_d967_CLEANED_12.jpeg
What was once a landfill in the town of Fort Edward New York has now been transformed into a community solar project that will power hundreds of local households with clean energy  The project a collaboration between Kendall Sustainable Infrastructure AC Power and GreenSpark Solar turned the former landfill site into a 7 megawatt solar project spanning a 58-acre lot.According to a press release from AC Power the new solar community site will provide power to more than 800 households.A landfill from 1969 to 1991 the site became what AC Power described as an  environmental burden  until it was capped and its hazardous waste was cleaned up. By 2019 the town began accepting proposals from developers over what to do with the empty site.According to the project developers and owners the project will provide more affordable clean energy to Fort Edward while also contributing toward New York s goals for a clean energy transition including installing 3000 megawatts of clean energy by 2030 and reaching zero-emissions electricity by 2040.As explained by the U.S. Department of Energy community solar projects work by collecting solar energy at one site and sharing the energy to local residents and businesses who pay a subscription fee. This makes solar energy more accessible to homes and businesses that may not be able to install their own solar panels and can help reduce energy bills and make the community more resilient against power outages.The companies behind the Fort Edward solar project are also working on a similar brownfield redevelopment project in Queensbury New York that will turn a former factory site into a 6 megawatt solar site.  Link in bio.  Paige Bennett.The community solar landfill site in Ft. Edward New York. AC Power.#ecowatchers #climatenews #climatechange #globalwarming #solar #solarenergy #renewableenergy #landfill #communityproject,https://imgs.socialinsider.io/instagram/2024/07/ecowatch_17938785311842494.jpeg,0.39832,2024-07-16 06:30:00,IMAGE,Posts_ecowatch_18_Apr_2024_17_Apr_2025_d967_CLEANED_13.jpeg
The climate crisis is not only having an impact on temperatures weather and environment it s also affecting the length of a day. Global heating is causing polar ice to melt which is altering how fast Earth rotates making each day longer. It is a shift that will accelerate as long as humans continue to burn fossil fuels that produce planet-warming greenhouse gases.The length of a day is changing by milliseconds but it is enough to potentially interfere with technologies that depend on exact timekeeping such as GPS navigation financial transactions and the internet.As Earth warms and ice sheets and glaciers melt the meltwater flows toward the equator changing the shape of the planet. It becomes flatter at the poles and bulges at the middle slowing down its rotation. In addition the moon s gravitational pull on the planet s land and oceans has been causing Earth s day to become steadily longer over geological time. While humans may not physically perceive the change it can interfere with systems that rely on atomic time which is extremely precise and based on specific atoms  frequency - thus still having an overall impact on our daily lives.  Link in bio.  cristenhemingwayjaynes.True color satellite image of Earth centered on the North Pole during summer solstice 6 a.m. GMT on June 21 2002. Image in orthographic projection compiled using LANDSAT 5 & 7 satellite data.   Planet Observer / Universal Images Group via Getty Images.#ecowatchers #climatenews #climatechange #globalwarming #polarice #earth #rotation #fossilfuels,https://imgs.socialinsider.io/instagram/2024/08/ecowatch_18007494326336282.jpeg,0.38879,2024-08-03 06:30:00,IMAGE,Posts_ecowatch_18_Apr_2024_17_Apr_2025_d967_CLEANED_14.jpeg
The planet is currently experiencing its fourth global coral bleaching event on record affecting most of the Great Barrier Reef (GBR). It is the second mass bleaching in the past decade  Across the Pacific Atlantic and Indian Ocean basins heat stress at levels high enough to cause bleaching has been extensive as monitored remotely by the National Oceanic and Atmospheric Administration (NOAA) s Coral Reef Watch (CRW).CRW bases its sea surface temperature data on information gathered from NOAA and partner satellites from 1985 to the present.For a bleaching event to be  global  there must be significant bleaching in the three ocean basins over a one-year period. Since February 2023 mass bleaching has been detected among reefs in at least 54 nations and territories CRW said.Bleaching occurs when extreme water temperatures trigger corals to expel the vibrant algae that live in a symbiotic relationship with them providing the corals with nutrients.As with the current global bleaching event the other three   1998 2010 and 2014 to 2017   happened at the same time as the El Ni o climate pattern known to cause warmer sea surface temperatures. The combination of El Ni o and climate change have resulted in ocean temperatures breaking long-standing records over the past year.Mass coral reef bleaching has been recorded throughout the tropics since early last year including in Florida the Caribbean the eastern Tropical Pacific the GBR Brazil the Red Sea Persian Gulf the Gulf of Aden and the South Pacific.  Link in bio.  cristenhemingwayjaynes.Coral bleaching at low tide on Heron Island in the southern Great Barrier Reef Australia on April 10 2024.   John Turnbull / Flickr .#ecowatchers #climatenews #climatechange #globalwarming #coral #coralbleaching #coralreef,https://imgs.socialinsider.io/instagram/2024/05/ecowatch_18022181324148683.jpeg,0.38308,2024-05-24 18:30:00,IMAGE,Posts_ecowatch_18_Apr_2024_17_Apr_2025_d967_CLEANED_15.jpeg
On the second day of the annual meeting of the World Economic Forum in Davos Switzerland European leaders spoke out against President Donald Trump s withdrawal of the United States from the 2015 Paris Agreement saying they would remain firmly committed to the global climate accord.The first day of Trump s second term included a rash of executive orders which included departures from other United Nations climate convention agreements and deals putting a stop to climate finance support by the U.S. for developing countries reported Politico.Referring to the Paris climate accord European Commission President Ursula von der Leyen said on Tuesday that  Europe will stay the course and keep working with all nations that want to protect nature and stop global warming  as The Associated Press reported.Von der Leyen insisted that the European Union will stick with the landmark climate agreement.The global agreement aims to limit long-term global heating to 1.5 degrees Celsius or at least  well below  two degrees Celsius above pre-industrial levels to avoid the worst impacts of the climate crisis.  Link in bio.  cristenhemingwayjaynes.A protest organized by Greenpeace against the withdrawal of the U.S. from the Paris Agreement by newly inaugurated U.S. President Donald Trump at the U.S. Embassy in Berlin Germany on Jan. 21 2025.   Sean Gallup / Getty Images .#ecowatchers #climatenews #climatechange #globalwarming #climatecrisis #trump #parisagreement #unitednations #un #nature #emissions,https://imgs.socialinsider.io/instagram/2025/01/ecowatch_18050684344916052.jpeg,0.37736,2025-01-31 18:30:00,IMAGE,Posts_ecowatch_18_Apr_2024_17_Apr_2025_d967_CLEANED_16.jpeg
Scientists have discovered that rather than competing with other organisms the ancient resilience of ferns may facilitate and ease the path of other plants and animals in reestablishing themselves in damaged landscapes.The NASA-supported study looked at the recovery of biospheres following major disasters like wildfires using a  facilitative  framework   one where organisms  actions help each other   instead of the  competition-based  framework scientists have historically relied upon a press release from NASA said.Following major upheaval events ferns are frequently one of first-seen plants to reestablish themselves. The reason for this has been said to be because the large amounts of spores ferns produce are widely distributed by the wind. This  competitive  success has been used as a foundation of ecological theories for how recolonization happens following disasters.Recently however research has demonstrated that competition is not the only means of recovery. Facilitation between ferns and surrounding species has been found to play a critical role. The study s authors believe positive interactions within ecosystems need to be reexamined instead of defaulting to a competition-based framework.  Link in bio.  cristenhemingwayjaynes.Regrowth of bracken ferns after a fire in Okefenokee Swamp in southeastern Georgia.   Wild Horizons / Universal Images Group via Getty Images.#ecowatchers #climatenews #climatechange #globalwarming #fern #plants #animals #wildfires #biospheres,https://imgs.socialinsider.io/instagram/2025/01/ecowatch_18339801331146102.jpeg,0.36592,2025-01-03 18:30:00,IMAGE,Posts_ecowatch_18_Apr_2024_17_Apr_2025_d967_CLEANED_17.jpeg
A network of universities across Europe has launched an initiative to train medical students on climate change-related illnesses as well as provide education on more sustainable healthcare.The initiative includes 25 universities that have formed the European Network on Climate & Health Education (ENCHE) which will incorporate climate change education into the existing curriculum. The goal is to better prepare students to treat humans facing health disparities linked to climate change as well as to improve the sustainability of the healthcare system.The network will be led by the University of Glasgow and supported by the World Health Organization (WHO) and universities from Belgium France Germany Ireland Italy Poland Portugal Slovenia Sweden Spain Switzerland and the UK will be involved in ENCHE.ENCHE has a goal to train 10000 or more medical students on treating climate change health impacts in the first three years of the program. According to the University of Glasgow there is not a consistent curriculum in medical schools that teaches on the links between climate change and health impacts.This training could help save many more lives as human health becomes increasingly vulnerable to the impacts of climate change.   Link in bio.  Paige Bennett.Medical professionals called for urgent action on climate change at a protest on Lambeth Bridge in central London England on April 10 2022. Alisdare Hickson / Flickr.#ecowatchers #climatenews #climatechange #globalwarming #medical #students #healthcare #climatechangeillnesses,https://imgs.socialinsider.io/instagram/2024/10/ecowatch_17990062586710900.jpeg,0.35639,2024-10-19 18:30:00,IMAGE,Posts_ecowatch_18_Apr_2024_17_Apr_2025_d967_CLEANED_18.jpeg
EcoWatch Lead Media Producer brynnerardin had the pleasure of interviewing National Geographic Photographer brianskerry on his newest project Sea Change: The Gulf of Maine. Sea Change is produced by Skerry a native New Englander and focuses of the rich environment of the Gulf of Maine and the threat that climate change is playing on this marine ecosystem and the millions of people who depend on it. Tune in to learn more about the Gulf of Maine the importance of Marine Reserves how Skerry s work as a National Geographic Photographer has shaped him into the producer he is today and how we are all more connected to the ocean than we think. A series on the importance of hope and resiliency this is a must watch!Sea Change is a three-part documentary series that premieres tonight July 24th at 10pm EST on PBS the PBS App and NOVA on Youtube.,https://imgs.socialinsider.io/instagram/2024/07/ecowatch_18297286237164516.jpeg,0.35258,2024-07-24 17:54:00,reel,Posts_ecowatch_18_Apr_2024_17_Apr_2025_d967_CLEANED_19.jpeg
For the first time the amount of aquatic life   such as fish clams and shrimp   that was farmed outpaced wild-caught aquatic life in 2022 according to the United Nations s Food and Agriculture Organization (FAO).In the UN s latest The State of World Fisheries and Aquaculture report it found that aquaculture or farmed aquatic life produced 130.9 million metric tons in 2022. By comparison the same year saw 92.3 million metric tons of aquatic life products from global capture fisheries. Inland fisheries generated 11.3 million metric tons while marine capture produced 81 million metric tons.According to the UN this is the first time that aquaculture production has outpaced capture fisheries although it said that both are essential for feeding the global population.In total fisheries and aquaculture production produced 223.2 million metric tons of aquatic life most of which (185.4 million metric tons) was animals. About 37.8 million metric tons produced were algae which is expected to be an important food source for the growing human population by 2050.The UN has noted that the rise in farmed fishing is a way to reduce food insecurity as well as a way to minimize overfishing and unsustainable practices in the capture fishing industry especially as the report predicted a 10% increase in aquatic animal production by 2032 to meet an estimated 12% increase in demand for consumption.But aquaculture is not without its environmental concerns. As KQED reported aquaculture can pollute waterways from the excess nutrients and fecal waste generated in aquatic farms. For larger fish smaller fish may still be wild-caught to feed the farmed fish. Farmed fish can also be vulnerable to disease transmission and they may pass those illnesses on to wild fish the U.S. National Oceanic and Atmospheric Administration (NOAA) reported.  Link in bio.  Paige Bennett.Colorful buoys float at an oyster farm in Shantou Guangdong Province of China on April 22 2024. Qiao Qiming / VCG via Getty Images .#ecowatchers #climatenews #climatechange #globalwarming #fishing #fish #aquaculture #farming #fishfarming #aquaticlife,https://imgs.socialinsider.io/instagram/2024/06/ecowatch_18012873542386737.jpeg,0.35068,2024-06-22 18:30:00,IMAGE,Posts_ecowatch_18_Apr_2024_17_Apr_2025_d967_CLEANED_20.jpeg
New research has found that the tropical Indian Ocean is warming at an unprecedented rate that could speed up this century if human-produced greenhouse gas (GHG) emissions are not reduced right away  The accelerated temperature increase could have significant impacts on biodiversity   particularly coral reefs   as well as have wide-ranging socioeconomic effects.According to a recent study the temperature of the planet s third-largest ocean experienced a basin-wide warming increase from 1871 to 2020. The average sea surface temperature in the 1870s was 79.6 degrees Fahrenheit but had increased to 81 degrees Fahrenheit by the 2010s.Ocean surface warming in the Indian Ocean   coupled with heat built up in the first 6561.7 feet below   can have substantial effects on the region s monsoon season. The weather pattern brings roughly 70 percent of India s yearly rainfall while affecting climate in other South Asian nations.The increased warming could also cause more intense and frequent extreme weather like flooding and tropical cyclones in addition to sea level rise from thermal expansion in the 40 countries that border the Indian Ocean. Thermal expansion is responsible for more than 50 percent of sea level rise exceeding that caused by sea ice and glacial melt.Marine heat waves can lead to coral bleaching kelp forest degradation and seagrass loss. They can also contribute to the rapid intensification of tropical cyclones.  Link in bio.  cristenhemingwayjaynes.The Maldives islands in the Indian Ocean are especially vulnerable to climate change and sea level rise pictured on Dec. 9 2022.   Sergi Reboredo / VW Pics / Universal Images Group via Getty Images.#ecowatchers #climatenews #climatechange #globalwarming #indianocean #oceanwarming #greenhousegasses,https://imgs.socialinsider.io/instagram/2024/05/ecowatch_17977247939689088.jpeg,0.34496,2024-05-06 18:30:00,IMAGE,Posts_ecowatch_18_Apr_2024_17_Apr_2025_d967_CLEANED_21.jpeg
