Caption,Image Link,Eng. Rate by Followers,Date,Type
As the climate crisis worsens Big Oil is doubling down—spending billions to secure fossil fuel production into the 2030s. ExxonMobil and Chevron made massive acquisitions while ignoring renewable energy investment and focusing on oil and gas.Here’s the kicker: Taxpayers are footing the bill—for new oil wells and the cleanup of pollution left behind. Big Oil prioritizes profits over the planet and your future.🌡️ In 2023 Big Oil spent $113.8 billion on stock buybacks during the hottest year on record while global temperatures surpassed 1.5°C for the first time.This isn’t just a tragedy—it’s a crime. Big Oil knew but chose to ignore the warnings. Now we’re left with the consequences.Even if you don’t believe in climate change your tax dollars are funding the cleanup.🚨 Its time for change. Join us for Earth Day 2025 and demand accountability from Big Oil and fight for renewable energy.#ClimateCrisis #BigOil #RenewableEnergy #EarthDay2025 #ClimateJustice #FossilFuelGreedSlide two: Figures from September 2023 to September 2024Source: nrdc_org “Big Oil Made Billions Amid the Hottest Year on Record”,https://imgs.socialinsider.io/instagram/2025/01/earthdaynetwork_18097976692495104.jpeg,0.54696,2025-01-10 05:39 PM,CAROUSEL_ALBUM
Repost via 5gyres Yes it’s THAT simple 🌎🏞️🏜️Just head to the Earth Day 2025 link in our bio to find resources actions and more ways you can take action for Earth Day—and every day.#OurPowerOurPlanet #EarthActionDay #EarthDay2025 #earthday #collectiveaction #peoplepower • earthlyeducation earthlyguy,https://imgs.socialinsider.io/instagram/2025/04/earthdaynetwork_18055470605326360.jpeg,0.53247,2025-04-08 09:34 PM,IMAGE
California’s wildfires are becoming longer more extreme and less predictable—fueled by climate change and the burning of fossil fuels. The connection is clear: rising global temperatures are intensifying fire weather conditions leaving communities vulnerable.Our hearts are with the L.A. community where over 3000 acres have been devastated by wildfires driven by rare winds and extreme dryness. Thousands have been forced to evacuate and heroic firefighters are risking everything to protect lives and homes.Climate change isn’t just a distant problem—it’s a series of disasters coming closer to all of us. Let’s work together to end reliance on fossil fuels and fight for a safer more sustainable future.💔 Want to take action today? Sign our Renewable Energy Now petition with the link in our bio.🎥 Video by: weatherchannel #ClimateChange #Wildfires #RenewableEnergy #ActOnClimate #LAFires #ClimateAction #fossilfuels,https://imgs.socialinsider.io/instagram/2025/01/earthdaynetwork_18082865620510421.jpeg,0.49348,2025-01-08 07:19 PM,reel
Our impact. Our action. Our planet. Our power.We can’t purchase a new planet — but we can protect the one we share.When we act together we create real change. 🌍 Help us continue the fight for a cleaner safer future.Consider donating to EARTHDAY.ORG — link in bio.#OurPowerOurPlanet #EarthActionDay #EarthDay #EarthDay2025,https://imgs.socialinsider.io/instagram/2025/04/earthdaynetwork_18038160770261656.jpeg,0.4679,2025-04-16 10:02 PM,CAROUSEL_ALBUM
Every year on April 22 we celebrate Earth Day the birth of the modern environmental movement in 1970. 🌍 What began as a call to action against pollution has grown into a global force for a healthier planet. Inspired by Rachel Carson’s Silent Spring the first #EarthDay ignited a movement—mobilizing millions to demand environmental protections.And we are the organization behind it all. We are Earth Day. Over 50 years later the fight continues. Be part of the movement—take action today with the Earth Day 2025 link in our bio 💚 #OurPowerOurPlanet #EarthActionDay #earthday2025,https://imgs.socialinsider.io/instagram/2025/03/earthdaynetwork_17845845327414760.jpeg,0.42717,2025-03-11 08:25 PM,reel
A highway through the Amazon for a climate summit? 🚨 Tens of thousands of acres of protected rainforest are being cleared to build a four-lane road for COP30 in Belém Brazil. While the government calls it a sustainable highwayconservationists say it contradicts the very mission of the summit and environmental work.Thoughts? 💢 #COP30 #AmazonRainforest #Deforestation #ClimateCrisis #EarthActionDay #OurPowerOurPlanet #EarthDay2025,https://imgs.socialinsider.io/instagram/2025/03/earthdaynetwork_18075469765692382.jpeg,0.42584,2025-03-12 09:27 PM,CAROUSEL_ALBUM
EARTHDAY.ORG pays tribute to the extraordinary life of President Jimmy Carter who will be laid to rest on January 9 2025. Carter’s lifelong commitment to peace and his visionary leadership on renewable energy leave a lasting impact.“His early advocacy for solar energy resonates deeply with our mission” says Kathleen Rogers President of EARTHDAY.ORG noting its alignment with the 2025 Earth Day theme Our Power Our Planet.Amid the 1970s energy crisis Carter boldly championed renewables aiming for 20% of U.S. energy from renewable sources by 2000. “If he’d had a second term our climate and prosperity would look very different today” recalls Denis Hayes Earth Day’s first organizer.We honor his vision for a cleaner future and extend condolences to his family. May his legacy continue to inspire.#jimmycarter #renewableenergy #earthday #climateaction #ourpowerourplanet,https://imgs.socialinsider.io/instagram/2025/01/earthdaynetwork_18482277310038396.jpeg,0.41854,2025-01-09 12:41 PM,CAROUSEL_ALBUM
56 years of #EarthDay. Our planet at a tipping point.While leaders roll back protections and fuel the #climatecrisis we know where real power lies—with us. Our Power Our Planet isn’t just about renewable energy—it’s about people power.This Earth Day take action. Educate advocate and mobilize—because the fight for a livable planet starts with collective action.🌍 Join the movement. Link in bio.#EarthActionDay #OurPowerOurPlanet #EarthDay55 #EarthDay2025Inspo via: cleanairmoms,https://imgs.socialinsider.io/instagram/2025/03/earthdaynetwork_17903068662156126.jpeg,0.4073,2025-03-18 08:16 PM,CAROUSEL_ALBUM
This Earth Day every action—big or small—helps power a movement for change. 🌍Through our 2025 theme Our Power Our Planet we’re driving collective action to protect our Earth with #EarthActionDay. Whether youre joining initiatives on EARTHDAY.ORG or creating your own you have the power to make an impact. Be part of the digital wave of change—take action today! Learn more at the Earth Day 2025 link in our bio. 🔗 #PowerOurPlanet #TakeAction,https://imgs.socialinsider.io/instagram/2025/03/earthdaynetwork_18000054317751980.jpeg,0.40631,2025-03-12 06:52 PM,CAROUSEL_ALBUM
🌍💡 OUR POWER OUR PLANET 💡🌍This #EarthDay2025 we’re coming together to demand a cleaner safer future for everyone. The time to act is NOW—because when people take action we create real power!⚡ Join us for Earth Day and make an impact:✅ Pledge an Earth Action on social media✅ Attend plan or register a local event✅ Educate & advocate—integrate Earth Day lessons into your school or community✅ And much more! Take action on April 22nd and beyond!Earth Day 2025 link in our bio 🔗 #OurPowerOurPlanet #EarthActionDay #EarthDay2025,https://imgs.socialinsider.io/instagram/2025/04/earthdaynetwork_18039286868217880.jpeg,0.39538,2025-04-03 06:49 PM,CAROUSEL_ALBUM
🧪 Your body is absorbing more plastic than you think. Microplastics—tiny particles shedding from packaging clothing and more—are everywhere: in our air water and even our food. Research is uncovering alarming links between these plastics and serious health risks from respiratory issues to neurodegenerative diseases like Alzheimer’s.Just how deep does the plastic problem go? Learn how microplastics impact different parts of the body and what you can do about it with the news and stories link in our bio🔗,https://imgs.socialinsider.io/instagram/2025/02/earthdaynetwork_17882775078236577.jpeg,0.36756,2025-02-19 06:27 PM,IMAGE
The time for action is NOW.Stand up.Take charge.Make a difference.Together we can reduce waste restore forests and protect our planet.🌎 Join the Worlds Largest Environmental Movement! Sign up for updates and actions to make #EarthDay2025 unforgettable. 👉Email sign up link in our bio🔗 #earthday #movement #peoplepower #takeaction #green #climatechange #impact,https://imgs.socialinsider.io/instagram/2024/12/earthdaynetwork_18040515770201534.jpeg,0.34761,2024-12-23 03:02 PM,CAROUSEL_ALBUM
BREAKING: New York Governor Kathy Hochul faces MAGA backlash after signing a historic law holding fossil fuel companies accountable for climate damages.The new legislation requires major polluters—those responsible for the majority of emissions between 2000 and 2018—to pay roughly $3 billion annually for the next 25 years to fund climate recovery efforts.State Senator Liz Krueger a lead sponsor of the bill called it a “shot heard ‘round the world.”“For years courts dismissed climate lawsuits against Big Oil saying lawmakers should decide. Now the New York State Legislature—the world’s 10th largest economy—has acted. We’ve made it clear: those most responsible for the climate crisis must help clean up the damage” Krueger said.New York now joins Vermont as the second state to enact such legislation. With New York’s influence this decision could have ripple effects far beyond the state.Local and state action matters. The fight for our future is far from over.Take action now with the Earth Day 2025 link in our bio🔗 #positivenews #eco #earthday #earthday2025 #ourpowerourplanet,https://imgs.socialinsider.io/instagram/2025/02/earthdaynetwork_18262787812262081.jpeg,0.3318,2025-02-04 05:03 PM,IMAGE
Happy (almost) #ValentinesDay Earth lovers! 💚🌍Spread love to our planet its creatures and everything in between—today and every day! 🐘🐬🦜🌏🐢🌿💖🐝🌎🐧💚🦋💗,https://imgs.socialinsider.io/instagram/2025/02/earthdaynetwork_17898521397149058.jpeg,0.31789,2025-02-13 05:23 PM,CAROUSEL_ALBUM
Now Live 🌞🌎 Link in bio For the 55th anniversary of Earth Day beloved Mojave Desert artist Lorien Stern brings her joyful nature-inspired world to the Earth Day Store in an exclusive collab. This limited-edition collection—made with 100% organic materials—is full of sun-soaked colors playful graphics and deep love for the planet.✨ Proceeds support EARTHDAY.ORG’s year-round work for the Earth.Wear it for Earth Day—or any day you want to honor life on Earth. Only at earthday.store 💚#EarthDay2025 #WearYourValues #EarthDay55 #OurPowerOurPlanet #EarthActionDay,https://imgs.socialinsider.io/instagram/2025/04/earthdaynetwork_17867986632261807.jpeg,0.31293,2025-04-03 02:35 PM,CAROUSEL_ALBUM
🥵 🌡️ This fall has been the hottest on record underscoring the urgent need to address climate change driven by fossil fuel emissions. Transitioning to renewable energy is crucial expanding renewable capacity could avoid about 7 billion tonnes of CO₂ emissions between 2023 and 2030. source: IEAJoin us in advocating for a sustainable future by supporting the Renewable Energy Petition. Sign now through the link in EARTHDAY.ORG’s bio 🔗#ClimateAction #RenewableEnergy #ActNow,https://imgs.socialinsider.io/instagram/2024/12/earthdaynetwork_18025416290308188.jpeg,0.3057,2024-12-20 02:29 PM,CAROUSEL_ALBUM
🌍 This Earth Day every action counts. Big or small everything youre already doing can make a difference.#EarthDay2025 = Earth Action Day—a call to harness people power and take meaningful steps for the planet. 💪Our Power Our Planet isn’t just about renewable energy it’s about our collective strength as a global community to drive change. Whether its activism sustainable choices or clean energy advocacy we need everyone.Join the movement. Take action today. 🔗 Link in bio.#OurPowerOurPlanet #EarthActionDay #EarthDay2025 #EarthDay,https://imgs.socialinsider.io/instagram/2025/03/earthdaynetwork_18024561827425392.jpeg,0.26524,2025-03-19 03:15 PM,CAROUSEL_ALBUM
56 years after the first Earth Day our leaders are gutting protections crushing renewables and fueling the climate crisis—all for profit.This isn’t just policy It is personal—it’s a direct attack on our right to breathe clean air drink safe water and live free from plastic and fossil fuel pollution.We won’t stand by. We’ve fought before and we won. Now we rise again.🌍 Take action today—visit the Earth Day 2025 link in our bio. #EarthActionDay,https://imgs.socialinsider.io/instagram/2025/02/earthdaynetwork_18019618250673869.jpeg,0.26524,2025-02-27 12:07 AM,reel
Climate change isn’t some distant threat—it’s hitting home hard.  Since 2018 over 1.9M home insurance contracts have been dropped as wildfires hurricanes and other climate disasters make areas too risky for insurers.�The U.S. now faces 4x more billion-dollar disasters than 40 years ago. In 2023 alone weather-related damages exceeded $100B.📉 The Ripple Effects:•No insurance = no mortgage locking young people out of homeownership.•Dropped policies are spreading nationwide—from Florida to California and Hawaii.•Property values plummet slashing funding for schools police and essential services.💰 The Cost of Inaction:�State-run high-risk pools offer limited coverage at exorbitant premiums. Experts warn this crisis could spark an economic collapse.Insurers are sounding the alarm—will we listen?PS: The NY Times map doubles as both a nonrenewable energy rate map and a climate disaster map… 👀📣 Take action today to safeguard your home and community! Join the Earth Day 2025 campaign to help triple renewable energy generation by 2030. Link in bio🔗 Source: The New York Times - Insurers Are Deserting Homeowners as Climate Shocks Worsen,https://imgs.socialinsider.io/instagram/2025/01/earthdaynetwork_18159718072327491.jpeg,0.26278,2025-01-15 02:15 PM,CAROUSEL_ALBUM
They have known all along—The processed food filling our shelves is packed with toxic chemicals that are making us sick.A new Consumer Reports study tested everyday foods and found nearly all contained bisphenols and phthalates—harmful chemicals linked to serious health risks.The biggest culprits?🍔 Fast food (McDonald’s Wendy’s Burger King Chipotle)🍼 Baby formula & food (Similac Gerber Beech-Nut)🍎 Kids’ favorites (Juicy Juice Cheerios Annie’s Chef Boyardee + more)🐟 Seafood (Chicken of the Sea even salmon—thanks to plastic pollution)These chemicals don’t just affect us—they impact developing babies before birth contributing to infertility birth defects and premature birth.And the damage doesn’t stop there.Children are being exposed to chemicals linked to cancer obesity diabetes and neurological disorders—through foods marketed directly to them. These toxins don’t just pass through our system—they accumulate in our brains.New research shows microplastics are now found in human brain tissue—with dementia patients showing even higher levels. At the same time dementia rates are projected to double by 2060.This is not normal. This is not safe.Plastics don’t belong in our food our bodies or our brains.Read the Babies vs. Plastics report—link in bio.,https://imgs.socialinsider.io/instagram/2025/03/earthdaynetwork_18071445025838215.jpeg,0.23743,2025-03-03 06:43 PM,CAROUSEL_ALBUM
The European Commission has just banned Bisphenol A (BPA) in food contact materials like can coatings and plastic bottles. This bold step aligns with the latest scientific findings aiming to protect public health by reducing exposure to harmful chemicals. BPA disrupts the endocrine system posing significant health risks and the EU will phase it out over the next 18 months. 🔬Meanwhile the US has recently shifted its stance on the global plastics treaty. While the Biden administration initially supported limits on plastic production they’ve now backed away from mandatory caps favoring a more flexible approach with voluntary national targets. This shift has sparked concern among environmental advocates who fear it could weaken efforts to tackle plastic pollution on a global scale. 🌍The EU is leading the charge on both plastic pollution and chemical safety—its time the US follows suit and takes stronger action for both our health and the planet! How do you feel about the US stepping back from strong plastic production limits?#BPAFree #PlasticsPollution #EULeadership #PlasticTreaty #Environment #USPolicy #ProtectOurHealth,https://imgs.socialinsider.io/instagram/2025/02/earthdaynetwork_18482937103057759.jpeg,0.23643,2025-02-07 11:21 AM,CAROUSEL_ALBUM
We are honored to unveil the official Earth Day 2025 poster by acclaimed artist alexisrockman Rockman. His stunning artwork created for our 55th anniversary powerfully connects nature and renewable energy. Featuring a solar panel amidst lush greenery and a clear sky it reminds us of the urgent need to protect our planet and embrace a sustainable future.Rockman’s design reflects the 2025 theme Our Power Our Planet and serves as a call to action for us all. Let this poster inspire you to take action for a cleaner brighter world.The poster is available for purchase in high resolution – find the link in our bio.#earthday #EarthActionDay #OurPowerOurPlanet #artforearth,https://imgs.socialinsider.io/instagram/2025/03/earthdaynetwork_17943251198971647.jpeg,0.22153,2025-03-06 05:30 PM,reel
Nothing exists in isolation on Earth. Every action has a reaction and every element contributes to the bigger picture. It’s a reminder of how interdependent all life is and how important it is to protect and respect every piece of the planets puzzle.Act this Earth Day 2025—because every action matters.🔗 Link in bio to get involved. #OurPowerOurPlanet #EarthActionDay #collectiveaction #peoplepower #earth #earthday2025 #earthday,https://imgs.socialinsider.io/instagram/2025/04/earthdaynetwork_17888800983125996.jpeg,0.21954,2025-04-10 04:50 PM,CAROUSEL_ALBUM
🚨 Misinformation alert! 🚨 Critics of renewable energy are using AI to manipulate narratives like this AI-generated image of a dead whale near wind turbines aiming to falsely link wind energy to whale deaths. 🐋⚡ Don’t be fooled by these fear-mongering tactics (lies!) ! These myths are just one of many attempts to disrupt the clean energy transition. What is the most common renewable energy myth you’ve heard of? 🔗 Read more in the link in our bio! #RenewableEnergy #WindPower #ClimateAction #MythBusting #AIandMisinformation,https://scontent-fra3-1.cdninstagram.com/v/t51.75761-15/485879599_18497144815043724_5346155146111206317_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=108&ccb=1-7&_nc_sid=18de74&_nc_ohc=AgdRFWq3d10Q7kNvwEobzjw&_nc_oc=AdkSNSqIH_uCNwPRnwuOBgpXwiuStMYFypT_oCDgtpf9plXIYuIaw_elKHWSxO3Cros&_nc_zt=23&_nc_ht=scontent-fra3-1.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=USzLRVLt8Z5FXiBT5LiLFA&oh=00_AfE6nZwzZ0YB-xRiPsliPnp0-qzTuMqcuHNWDaiVMzdXeA&oe=68074E1A,0.21557,2025-03-24 07:40 PM,CAROUSEL_ALBUM
🚨 Just 36 fossil fuel companies are responsible for half of global CO2 emissions. 🚨These corporations—like ExxonMobil Shell and Saudi Aramco—continue to fuel the climate crisis while raking in profits. Meanwhile communities face rising costs extreme weather and growing instability.The science is clear: we can’t afford more #fossilfuel expansion. It’s time to hold these companies accountable and demand a shift to clean energy.Join the movement. Sign the Our Power Our Planet petition today. 🔗 Link in bio.#EarthActionDay #OurPowerOurPlanet #RenewableEnergyNow #EarthDay2025 #ClimateJustice,https://imgs.socialinsider.io/instagram/2025/03/earthdaynetwork_18078874015711254.jpeg,0.18676,2025-03-17 01:00 PM,CAROUSEL_ALBUM
One week to go… how will you take action for our planet?Tell us in the comments 👇 #OurPowerOurPlanet #EarthActionDay #EarthDay2025 #Earth,https://imgs.socialinsider.io/instagram/2025/04/earthdaynetwork_18000820997762731.jpeg,0.17087,2025-04-15 06:47 PM,IMAGE
History doesn’t have to repeat itself. 🌍 The 1969 Santa Barbara oil spill devastated marine life coastal communities and local economies sparking the first Earth Day in 1970. Now over 50 years later—and just 100 days until Earth Day 2025—we face a similar urgent call to action.From wildfires and hurricanes to rising seas climate disasters are escalating. Yet plans like the Sable pipeline threaten to undo progress and steer us further from climate goals.Earth Day 2025’s theme Our Planet Our Power is a rallying cry to triple renewable energy by 2030. Clean energy is the way forward—for our planet communities and future generations.➡️ Don’t wait. Join the Earth Day 2025 campaign and sign the renewable energy petition today—link in bio. Let’s take bold action to create the future we deserve.#EarthDay2025 #100DaysToEarthDay #OurPlanetOurPower #RenewableEnergyNow#InvestInOurPlanet #TripleRenewablesBy2030 #CleanEnergyFutureSource: Washington Post 🗞️,https://imgs.socialinsider.io/instagram/2025/01/earthdaynetwork_17954401091901231.jpeg,0.15833,2025-01-13 10:40 PM,CAROUSEL_ALBUM
🚨 Fossil fuel pollution is fueling cancer risk across the U.S.🔬 The oil & gas industry emits hazardous air pollutants like benzene formaldehyde and acetaldehyde—all known carcinogens.📈 Cancer risk from oil & gas pollution has increased 55% since 2017 due to industry expansion.⚠️ 236 counties exceed the EPA’s cancer risk threshold from air pollution.📍 Texas: 2.6 million people across 62 counties exposed to toxic emissions.📍 Pennsylvania: 3.3 million people across 26 counties face elevated cancer risk.📍 West Virginia: 28 counties with 690000+ residents exceeding EPA’s cancer risk threshold.📍 North Dakota: Some counties face cancer risk 4X above EPA’s level of concern.Methane—80x more potent than CO₂—is leaking alongside these pollutants accelerating climate change. We have solutions but we need action.Sign the Renewable Energy Petition today—link in bio. 🌍 #ActOnClimate #WorldCancerDay #RenewableEnergyNow #OurPowerOurPlanet,https://imgs.socialinsider.io/instagram/2025/02/earthdaynetwork_18057888541952175.jpeg,151.0,2025-02-06 07:46 PM,CAROUSEL_ALBUM
🌍 A new poll reveals that over half of Americans are concerned about climate and energy rollbacks with younger generations showing strong support for clean energy and environmental protections. Many see these changes as impacting jobs public health and the future of clean energy leadership. What role do you think clean energy should play in our future?💡 Share your thoughts below! ⬇️Get the full report on ecoAmerica.com 📊#EarthDay2025 #OurPowerOurPlanet #EarthActionDay,https://imgs.socialinsider.io/instagram/2025/03/earthdaynetwork_17904060444028898.jpeg,0.14703,2025-03-14 05:42 PM,CAROUSEL_ALBUM
Environmental justice must be at the center of the clean energy transition. Many communities—especially those long reliant on coal oil and gas—are already burdened by pollution poor health and economic instability. Nearly 64 million people live in these areas with 45% designated as disadvantaged due to excessive pollution and limited resources.Fossil fuel facilities have left lasting health impacts from heart disease to asthma. A just transition means prioritizing these communities—not just for economic support but for the clean air and water they’ve long been denied.Take action now: Sign the renewable energy petition and join us for Earth Day 2025 to fight for a cleaner more equitable future.#blackhistorymonth #advocacy #diversity #environmentalhealth #health #toxic,https://imgs.socialinsider.io/instagram/2025/02/earthdaynetwork_18285179032220380.jpeg,0.13908,2025-02-03 10:21 PM,CAROUSEL_ALBUM
🌍 Feeling the climate anxiety creep in? Check out our Earth Day Educator Book Hub for resources on climate anxiety at all levels via the Climate Education link in our bio. Want to learn more? Join us live on February 22 at 12 PM Eastern on X Facebook LinkedIn YouTube and Twitch for an insightful conversation with mental health advocate and Special Education Specialist denise.cesare  as she explores emotional well-being and climate education.She’ll discuss how storytelling resilience and self-care can help students navigate the emotional toll of the climate crisis while staying empowered and engaged. Gain insights on holistic healing green muscle memory and more!#ClimateEducation #MentalHealthMatters #EarthDay,https://imgs.socialinsider.io/instagram/2025/02/earthdaynetwork_18058672793316636.jpeg,0.12219,2025-02-21 08:20 PM,CAROUSEL_ALBUM
Did you know that producing just one liter of bottled water in the U.S. consumes more than half a liter of oil? 🛢️💧In 2006 producing plastic for bottled water in the U.S. consumed approximately 17 million barrels of oil—enough energy to fuel over 1 million cars for a year. 🚗💨 (Source: Pacific Institute)Since then the bottled water industry has grown significantly. From 2010 to 2020 market consumption increased by 73% with consumption projected to rise from 350 billion liters in 2021 to 460 billion liters by 2025. With this increase energy consumption for bottled water production has likely surged as well.The real cost of convenience is higher than you think. Join the movement to #EndPlastics today—click the link in our bio to take action!,https://imgs.socialinsider.io/instagram/2025/01/earthdaynetwork_17954888225906285.jpeg,0.1212,2025-01-31 06:57 PM,IMAGE
